EmpID,Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,YearsAtCompany
RM218,29,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,3,2058,3,6
RM228,29,No,Travel_Frequently,Sales,1,Medical,Female,3,Sales Executive,4,7918,3,11
RM230,29,Yes,Travel_Rarely,Research & Development,1,Medical,Male,1,Research Scientist,4,2389,3,4
RM253,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,4,2340,3,6
RM255,29,No,Travel_Rarely,Sales,2,Marketing,Male,2,Sales Executive,4,6931,3,3
RM266,29,No,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,2,6644,3,0
RM283,29,No,Travel_Frequently,Sales,2,Life Sciences,Male,2,Sales Executive,4,4554,3,10
RM337,29,Yes,Travel_Rarely,Research & Development,4,Other,Male,1,Laboratory Technician,1,2119,3,7
RM338,29,No,Travel_Rarely,Research & Development,5,Other,Male,1,Laboratory Technician,4,3983,3,3
RM344,29,No,Travel_Rarely,Sales,1,Marketing,Female,2,Sales Executive,2,8268,3,7
RM350,29,No,Non-Travel,Sales,3,Life Sciences,Male,2,Sales Executive,3,4649,3,4
RM372,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,4,2201,3,3
RM421,29,No,Travel_Rarely,Research & Development,4,Medical,Male,3,Research Director,3,11935,3,10
RM422,29,Yes,Travel_Rarely,Research & Development,5,Technical Degree,Female,1,Research Scientist,2,2546,3,2
RM455,29,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Manufacturing Director,4,4262,3,3
RM508,29,No,Travel_Rarely,Sales,2,Medical,Female,2,Sales Executive,3,5561,3,6
RM520,29,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,1,Research Scientist,4,2720,3,10
RM547,29,No,Travel_Rarely,Sales,3,Life Sciences,Male,1,Sales Representative,3,2642,3,1
RM556,29,No,Travel_Rarely,Sales,3,Marketing,Male,1,Sales Representative,2,2297,3,2
RM573,29,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,3,4335,3,8
RM590,29,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,1,2319,3,1
RM595,29,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Research Scientist,3,2700,4,10
RM646,29,Yes,Travel_Rarely,Sales,3,Medical,Female,1,Sales Representative,3,2800,3,3
RM658,29,No,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,4,2532,3,4
RM698,29,No,Travel_Frequently,Sales,3,Technical Degree,Female,1,Sales Representative,4,2157,3,3
RM712,29,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,1,2404,4,0
RM809,29,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,4,2514,4,7
RM824,29,No,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Research Scientist,2,3291,3,7
RM826,29,No,Travel_Rarely,Research & Development,1,Medical,Male,2,Manufacturing Director,4,5056,3,10
RM837,29,Yes,Travel_Rarely,Sales,1,Life Sciences,Female,3,Sales Executive,1,7336,3,11
RM853,29,No,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,4,3131,3,10
RM860,29,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,1,Research Scientist,4,2168,3,5
RM894,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,4,3760,3,3
RM904,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,4,6623,3,6
RM906,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,4,Research Director,4,16124,3,7
RM933,29,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Laboratory Technician,3,3339,3,7
RM1006,29,No,Travel_Rarely,Human Resources,3,Other,Male,3,Human Resources,1,7988,3,10
RM1008,29,Yes,Travel_Frequently,Research & Development,1,Other,Female,3,Healthcare Representative,4,7553,3,8
RM1058,29,Yes,Travel_Frequently,Sales,3,Technical Degree,Female,2,Sales Executive,2,5765,3,5
RM1064,29,No,Travel_Rarely,Sales,3,Life Sciences,Male,2,Sales Executive,3,8620,3,10
RM1073,29,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,1,Laboratory Technician,2,3180,3,3
RM1078,29,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,1,Research Scientist,1,2362,3,9
RM1091,29,No,Travel_Rarely,Research & Development,1,Other,Female,2,Healthcare Representative,1,9715,3,7
RM1105,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,3,2451,3,1
RM1123,29,No,Travel_Rarely,Research & Development,1,Medical,Male,1,Laboratory Technician,1,4723,3,10
RM1126,29,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,4,8853,3,6
RM1173,29,No,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,3,5869,3,5
RM1189,29,No,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,2,4187,3,10
RM1220,29,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Laboratory Technician,3,2974,3,5
RM1250,29,Yes,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Representative,2,2760,3,2
RM1251,29,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,3,6294,3,3
RM1259,29,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Scientist,1,2109,3,1
RM1314,29,Yes,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Human Resources,1,2335,3,2
RM1319,29,No,Travel_Frequently,Research & Development,1,Medical,Male,1,Laboratory Technician,4,3812,3,11
RM1325,29,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,3,6384,3,7
RM1330,29,No,TravelRarely,Human Resources,1,Medical,Male,1,Human Resources,2,2804,3,1
RM1333,29,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,1,Research Scientist,4,2439,4,1
RM1344,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,1,2062,3,3
RM1366,29,Yes,Travel_Frequently,Sales,3,Technical Degree,Male,1,Sales Representative,1,1091,3,1
RM1388,29,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,1,5373,3,5
RM1443,29,Yes,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,4,4787,3,2
RM1460,29,No,Travel_Rarely,Research & Development,2,Other,Male,2,Laboratory Technician,2,4025,3,4
RM1461,29,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Research Scientist,1,3785,3,5
RM1461,29,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Research Scientist,1,3785,3,5
RM008,30,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,3,2693,4,1
RM033,30,No,Travel_Rarely,Research & Development,2,Medical,Male,1,Laboratory Technician,3,2206,3,10
RM045,30,No,Travel_Frequently,Research & Development,2,Medical,Female,2,Laboratory Technician,4,4011,4,12
RM081,30,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,4,5126,3,10
RM089,30,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,4,4152,3,11
RM093,30,No,Travel_Rarely,Sales,2,Medical,Female,2,Sales Executive,2,5209,3,11
RM121,30,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Research Scientist,3,2613,4,10
RM140,30,No,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Human Resources,4,6347,3,11
RM144,30,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,3,2632,3,5
RM146,30,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Scientist,1,3204,3,3
RM147,30,No,Travel_Rarely,Research & Development,1,Medical,Male,1,Laboratory Technician,4,2720,3,5
RM168,30,No,Travel_Rarely,Sales,3,Life Sciences,Female,3,Sales Executive,4,9419,3,10
RM174,30,No,Non-Travel,Research & Development,3,Medical,Male,2,Laboratory Technician,1,3072,3,12
RM212,30,No,Non-Travel,Research & Development,1,Life Sciences,Male,3,Manufacturing Director,3,8474,4,11
RM215,30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Scientist,1,2657,3,5
RM217,30,Yes,Travel_Frequently,Sales,4,Marketing,Female,2,Sales Executive,1,6696,3,6
RM325,30,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Research Scientist,4,5775,3,10
RM339,30,No,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Executive,3,6118,3,10
RM355,30,No,Non-Travel,Sales,2,Technical Degree,Female,2,Sales Executive,3,4736,3,2
RM382,30,No,Travel_Rarely,Sales,1,Technical Degree,Male,1,Sales Representative,2,2476,3,1
RM386,30,Yes,Travel_Frequently,Research & Development,3,Technical Degree,Male,1,Research Scientist,4,2285,4,1
RM403,30,No,Travel_Rarely,Sales,3,Technical Degree,Female,2,Sales Executive,3,6577,3,5
RM411,30,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,4,6091,4,5
RM420,30,No,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,4,2097,3,5
RM424,30,No,Non-Travel,Sales,4,Other,Female,3,Sales Executive,1,8412,3,9
RM427,30,No,Non-Travel,Research & Development,3,Medical,Female,1,Laboratory Technician,4,2564,3,11
RM438,30,No,Travel_Rarely,Sales,1,Marketing,Male,1,Sales Representative,2,2983,3,3
RM481,30,Yes,Travel_Frequently,Sales,4,Life Sciences,Male,1,Sales Representative,1,2033,3,1
RM502,30,No,Travel_Frequently,Research & Development,3,Medical,Female,1,Research Scientist,3,2083,4,1
RM546,30,No,Travel_Rarely,Sales,5,Marketing,Male,2,Sales Executive,4,5304,4,8
RM582,30,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,3,3833,4,2
RM603,30,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,4,6877,4,0
RM624,30,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,1,Research Scientist,4,3761,3,5
RM703,30,No,Travel_Rarely,Sales,2,Other,Male,3,Sales Executive,3,7264,3,8
RM721,30,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,3,2132,3,5
RM731,30,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Research Director,1,11416,3,8
RM733,30,Yes,Travel_Frequently,Research & Development,3,Medical,Female,1,Laboratory Technician,2,2422,3,3
RM783,30,No,Travel_Rarely,Research & Development,3,Other,Male,2,Manufacturing Director,1,9957,3,6
RM845,30,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Executive,3,6578,3,10
RM866,30,No,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,1,4115,3,4
RM875,30,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,3,3491,3,10
RM887,30,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,2,3579,4,11
RM932,30,No,Non-Travel,Research & Development,2,Medical,Female,2,Manufacturing Director,3,4695,3,8
RM942,30,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Laboratory Technician,4,4627,3,9
RM949,30,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Manager,1,11916,4,9
RM1014,30,No,Travel_Rarely,Sales,4,Marketing,Female,2,Sales Executive,1,4779,3,3
RM1050,30,No,Travel_Rarely,Sales,1,Life Sciences,Male,2,Sales Executive,3,5301,3,2
RM1053,30,No,Non-Travel,Research & Development,3,Technical Degree,Male,1,Research Scientist,3,1274,3,1
RM1065,30,No,Travel_Rarely,Human Resources,3,Life Sciences,Male,1,Human Resources,3,2064,4,5
RM1107,30,Yes,Travel_Rarely,Sales,3,Life Sciences,Male,2,Sales Executive,1,9714,3,10
RM1110,30,No,Travel_Rarely,Sales,4,Technical Degree,Male,3,Sales Executive,2,9250,3,4
RM1142,30,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,2,2141,3,6
RM1234,30,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Scientist,4,2862,3,10
RM1245,30,No,Travel_Frequently,Research & Development,4,Technical Degree,Female,1,Research Scientist,1,4968,3,9
RM1247,30,Yes,Travel_Frequently,Human Resources,3,Human Resources,Female,1,Human Resources,4,2180,3,4
RM1252,30,No,Travel_Rarely,Sales,2,Marketing,Male,3,Sales Executive,1,7140,3,7
RM1260,30,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,3,5294,3,7
RM1297,30,No,Travel_Rarely,Research & Development,3,Medical,Female,3,Manufacturing Director,3,9667,3,7
RM1339,30,Yes,Travel_Rarely,Sales,3,Medical,Male,1,Sales Representative,4,1081,3,1
RM1413,30,No,Travel_Rarely,Research & Development,2,Medical,Male,1,Laboratory Technician,2,3748,3,12
RM013,31,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Scientist,3,2911,3,5
RM059,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,4,5915,4,7
RM073,31,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,2,2501,3,1
RM076,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,4,4424,4,11
RM125,31,Yes,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,3,6172,3,7
RM133,31,Yes,Travel_Rarely,Sales,3,Life Sciences,Female,2,Sales Executive,3,4559,3,2
RM181,31,No,Travel_Rarely,Research & Development,1,Medical,Female,1,Research Scientist,4,3929,4,4
RM225,31,No,Non-Travel,Research & Development,4,Medical,Male,2,Manufacturing Director,3,4345,3,5
RM246,31,No,Travel_Frequently,Research & Development,4,Medical,Male,3,Research Director,3,13675,3,2
RM260,31,Yes,Travel_Frequently,Research & Development,2,Medical,Male,1,Laboratory Technician,2,3479,3,5
RM267,31,No,Travel_Rarely,Research & Development,3,Medical,Male,2,Healthcare Representative,4,5582,4,9
RM293,31,No,Travel_Frequently,Sales,3,Marketing,Female,1,Sales Representative,2,2789,3,2
RM304,31,No,Travel_Rarely,Sales,3,Technical Degree,Male,2,Sales Executive,4,6929,3,8
RM310,31,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,1,Research Scientist,4,4821,3,5
RM311,31,No,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Human Resources,1,6410,3,2
RM313,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,4,2695,3,2
RM322,31,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Executive,4,7547,3,7
RM326,31,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,3,Manufacturing Director,3,8943,4,10
RM343,31,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Manufacturing Director,4,7143,3,11
RM370,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,2,2657,3,2
RM395,31,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Manufacturing Director,1,4306,3,13
RM400,31,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,1,2218,3,4
RM435,31,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,3,Manufacturing Director,2,10648,4,13
RM440,31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,3,9824,3,1
RM451,31,No,Travel_Rarely,Sales,1,Life Sciences,Male,2,Sales Executive,4,6582,3,6
RM457,31,No,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manager,4,11557,4,5
RM483,31,Yes,Travel_Rarely,Sales,4,Medical,Male,2,Sales Executive,1,4233,3,3
RM485,31,No,Travel_Rarely,Sales,4,Medical,Male,2,Sales Executive,4,5460,4,7
RM645,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,4,2356,3,6
RM676,31,No,Travel_Rarely,Sales,4,Life Sciences,Male,1,Sales Representative,3,2329,3,7
RM680,31,No,Non-Travel,Sales,2,Marketing,Female,2,Sales Executive,3,6932,3,9
RM691,31,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,4,5855,3,9
RM710,31,Yes,Non-Travel,Research & Development,2,Medical,Male,1,Research Scientist,1,2321,4,3
RM727,31,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,2,Manufacturing Director,1,4148,3,4
RM819,31,No,Travel_Frequently,Sales,3,Life Sciences,Male,1,Sales Representative,4,2791,3,2
RM832,31,Yes,Travel_Frequently,Research & Development,3,Medical,Male,1,Laboratory Technician,3,2610,3,2
RM896,31,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Healthcare Representative,1,6833,3,6
RM897,31,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,1,6812,3,10
RM951,31,No,Non-Travel,Sales,4,Life Sciences,Female,3,Sales Executive,3,9852,3,10
RM953,31,Yes,Travel_Frequently,Sales,3,Life Sciences,Female,1,Sales Representative,2,2302,3,3
RM981,31,Yes,Travel_Frequently,Sales,3,Life Sciences,Female,1,Sales Representative,4,2785,3,1
RM986,31,Yes,Travel_Rarely,Research & Development,4,Medical,Male,2,Manufacturing Director,3,6179,3,10
RM1013,31,Yes,Travel_Frequently,Sales,4,Life Sciences,Female,1,Sales Representative,3,1359,3,1
RM1015,31,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,4,Research Director,2,16422,3,3
RM1017,31,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,2,1261,3,1
RM1031,31,No,Travel_Rarely,Sales,2,Life Sciences,Male,3,Sales Executive,4,10793,3,13
RM1034,31,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Female,3,Manufacturing Director,2,7446,3,10
RM1036,31,No,Travel_Rarely,Human Resources,2,Medical,Female,1,Human Resources,2,2109,3,3
RM1037,31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,4,3722,3,2
RM1086,31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Research Scientist,3,4084,3,7
RM1145,31,No,Travel_Frequently,Sales,4,Other,Male,2,Sales Executive,1,5332,3,5
RM1192,31,No,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,4,5476,3,10
RM1228,31,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,3,3477,3,5
RM1240,31,No,Travel_Frequently,Research & Development,1,Technical Degree,Female,2,Manufacturing Director,4,5238,4,5
RM1248,31,No,Travel_Rarely,Sales,3,Technical Degree,Male,2,Sales Executive,3,8346,3,5
RM1258,31,Yes,Travel_Rarely,Sales,4,Marketing,Male,3,Sales Executive,3,8161,3,1
RM1275,31,No,Travel_Rarely,Sales,4,Marketing,Female,2,Sales Executive,4,5468,3,12
RM1307,31,No,Travel_Frequently,Sales,4,Marketing,Female,3,Sales Executive,1,9637,3,3
RM1313,31,Yes,Travel_Rarely,Human Resources,5,Human Resources,Male,1,Human Resources,1,2956,3,1
RM1342,31,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,3,4197,3,10
RM1359,31,No,Travel_Rarely,Sales,2,Medical,Female,2,Sales Executive,4,6583,3,5
RM1361,31,No,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,3,3978,3,2
RM1383,31,No,Non-Travel,Research & Development,2,Medical,Male,1,Research Scientist,1,3065,3,4
RM1390,31,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Scientist,1,5003,4,10
RM1396,31,Yes,Travel_Frequently,Sales,4,Marketing,Male,2,Sales Executive,4,5617,3,10
RM1403,31,No,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,4,1129,3,1
RM1406,31,No,Non-Travel,Research & Development,3,Medical,Female,3,Research Director,3,11031,4,11
RM1418,31,No,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Representative,3,3067,3,2
RM1464,31,No,Non-Travel,Research & Development,3,Medical,Male,2,Manufacturing Director,1,9936,3,9
RM1464,31,No,Non-Travel,Research & Development,3,Medical,Male,2,Manufacturing Director,1,9936,3,9
RM006,32,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,4,3068,3,7
RM017,32,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Research Scientist,2,3298,3,6
RM027,32,Yes,Travel_Frequently,Research & Development,1,Life Sciences,Female,1,Research Scientist,1,3919,4,10
RM061,32,No,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,4,6162,4,9
RM074,32,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,2,6220,3,10
RM095,32,No,Travel_Rarely,Sales,4,Medical,Male,2,Sales Executive,3,5010,3,11
RM102,32,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Scientist,1,2956,3,1
RM141,32,Yes,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,1,4200,4,5
RM145,32,No,Travel_Frequently,Sales,2,Medical,Male,2,Sales Executive,4,4668,3,8
RM155,32,No,Travel_Frequently,Sales,3,Marketing,Female,3,Sales Executive,4,8998,3,9
RM170,32,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,1,Research Scientist,3,3038,4,5
RM211,32,Yes,Travel_Rarely,Sales,4,Medical,Male,3,Sales Executive,4,10400,3,14
RM239,32,No,Travel_Rarely,Sales,2,Life Sciences,Female,1,Sales Representative,2,3931,3,4
RM240,32,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,3,3730,3,3
RM242,32,No,Non-Travel,Sales,4,Marketing,Male,2,Sales Executive,4,4465,3,3
RM261,32,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,2,2794,4,5
RM263,32,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,2,Laboratory Technician,1,2176,3,6
RM307,32,No,Travel_Rarely,Sales,3,Life Sciences,Male,2,Sales Executive,3,5484,3,13
RM320,32,No,Travel_Rarely,Sales,2,Technical Degree,Female,2,Sales Executive,2,5228,3,13
RM323,32,No,Travel_Rarely,Research & Development,4,Medical,Female,2,Research Scientist,4,5055,3,7
RM352,32,No,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,2,2370,3,8
RM470,32,Yes,Non-Travel,Sales,4,Other,Male,2,Sales Executive,3,4707,3,4
RM501,32,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Research Scientist,4,6322,3,6
RM528,32,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Executive,4,5396,3,10
RM532,32,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,3,Research Director,4,11159,3,7
RM559,32,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,4,5309,3,10
RM601,32,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,3,6162,3,14
RM623,32,No,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,4,4403,3,5
RM627,32,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Research Scientist,3,5175,3,5
RM638,32,No,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,4,2314,3,3
RM642,32,No,Travel_Frequently,Sales,2,Life Sciences,Male,2,Sales Executive,2,6524,3,10
RM657,32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,4,2795,4,1
RM683,32,No,Non-Travel,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,2,2332,4,3
RM693,32,No,Travel_Rarely,Research & Development,4,Medical,Female,2,Manufacturing Director,1,6725,3,8
RM757,32,No,Non-Travel,Research & Development,4,Medical,Female,1,Laboratory Technician,3,4025,3,8
RM851,32,No,Non-Travel,Sales,1,Life Sciences,Female,1,Sales Representative,1,2827,3,1
RM881,32,No,Travel_Frequently,Research & Development,3,Other,Female,1,Laboratory Technician,2,2743,4,2
RM882,32,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,2,Research Scientist,3,4998,3,8
RM936,32,No,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,4,6209,3,10
RM940,32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,3,4883,3,10
RM992,32,No,Travel_Rarely,Sales,1,Marketing,Male,2,Sales Executive,2,4078,3,3
RM1027,32,No,Travel_Rarely,Sales,5,Marketing,Male,2,Sales Executive,4,9204,3,4
RM1076,32,No,Travel_Rarely,Research & Development,3,Medical,Male,3,Manager,4,11244,4,5
RM1102,32,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Research Scientist,2,5878,3,7
RM1114,32,No,Non-Travel,Research & Development,4,Technical Degree,Male,2,Research Scientist,1,4087,3,6
RM1140,32,No,Travel_Rarely,Research & Development,4,Other,Female,1,Research Scientist,4,3312,3,3
RM1191,32,No,Travel_Rarely,Research & Development,3,Medical,Male,2,Research Scientist,2,5470,3,9
RM1206,32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,2,1393,3,1
RM1227,32,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Research Scientist,3,3433,3,5
RM1238,32,Yes,Travel_Rarely,Sales,2,Life Sciences,Male,2,Sales Executive,2,6735,3,0
RM1242,32,No,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,3,9610,3,4
RM1261,32,No,Non-Travel,Research & Development,4,Technical Degree,Male,1,Research Scientist,2,2718,3,7
RM1320,32,No,Travel_Frequently,Sales,4,Marketing,Male,2,Sales Executive,4,4648,3,0
RM1327,32,Yes,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,2,9907,3,2
RM1376,32,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Female,1,Research Scientist,3,2432,3,4
RM1389,32,No,Non-Travel,Research & Development,4,Medical,Female,2,Healthcare Representative,4,6667,3,5
RM1395,32,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,4,9679,4,1
RM1427,32,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,2,2837,3,6
RM1429,32,No,Travel_Rarely,Sales,4,Medical,Male,1,Sales Representative,2,2269,3,2
RM1432,32,No,Travel_Rarely,Sales,4,Marketing,Female,3,Sales Executive,4,10422,3,14
RM1450,32,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,1,2439,3,4
RM004,33,No,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Research Scientist,3,2909,3,8
RM031,33,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,4,2496,3,1
RM040,33,No,Travel_Frequently,Sales,3,Life Sciences,Female,2,Sales Executive,1,5376,3,5
RM056,33,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,3,Research Director,4,13458,3,15
RM122,33,No,Non-Travel,Sales,2,Marketing,Male,2,Sales Executive,2,6146,3,7
RM177,33,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Scientist,4,2500,3,3
RM186,33,No,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Scientist,2,2756,3,8
RM222,33,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Research Scientist,2,2622,4,3
RM235,33,Yes,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,4,2436,3,5
RM237,33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,1,2707,4,9
RM247,33,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,4,2911,3,2
